record,score,price,state,variety
35592,93,60,California,Pinot Noir
35593,92,49,California,Chardonnay
35594,92,40,California,Pinot Noir
35595,87,25,Washington,Grenache Blanc
35596,87,16,California,Chardonnay
35597,87,40,Washington,Red Blend
35598,87,18,California,Gewürztraminer
35599,87,18,California,Pinot Gris
35600,87,23,Washington,Syrah
35601,87,60,California,Merlot
35602,87,17,California,Cabernet Sauvignon
35603,87,32,California,Zinfandel
35604,87,13,Washington,Sauvignon Blanc
35605,87,45,California,Petite Sirah
35606,87,30,California,Petite Sirah
35607,87,25,Washington,Semillon-Sauvignon Blanc
35608,87,20,California,Zinfandel
35609,87,45,California,Pinot Noir
35610,87,26,Washington,Petite Sirah
35611,87,40,California,Syrah
35612,88,44,California,Pinot Noir
35613,88,55,California,Zinfandel
35614,88,55,California,Cabernet Sauvignon
35615,88,16,California,Sauvignon Blanc
35616,88,28,California,Grenache Blanc
35617,88,65,California,Red Blend
35618,88,20,California,Chardonnay
35619,88,25,California,Zinfandel
35620,88,33,California,Red Blend
35621,88,18,New York,Riesling
35622,88,20,Washington,Bordeaux-style Red Blend
35623,88,17,New York,Riesling
35624,88,18,New York,Gamay Noir
35625,92,79,California,Cabernet Franc
35626,92,58,Oregon,Pinot Noir
35627,92,75,California,Petite Sirah
35628,92,65,California,Pinot Noir
35629,92,50,Oregon,Pinot Noir
35630,92,25,California,Albariño
35631,92,50,California,Pinot Noir
35632,92,35,Oregon,Pinot Noir
35633,92,165,California,Cabernet Sauvignon
35634,92,60,California,Syrah
35635,92,150,California,Cabernet Sauvignon
35636,92,65,California,Cabernet Sauvignon
35637,92,70,Oregon,Pinot Noir
35638,92,55,Oregon,Pinot Noir
35639,88,36,California,Cabernet Sauvignon
35640,88,18,California,Sauvignon Blanc
35641,88,16,Oregon,Pinot Gris
35642,88,25,Oregon,Pinot Noir
35643,88,27,California,Pinot Noir
35644,88,17,California,Zinfandel
35645,88,50,California,Cabernet Sauvignon
35646,90,62,California,Chardonnay
35647,90,20,New York,Cabernet Franc
35648,90,70,California,Cabernet Sauvignon
35649,90,28,California,Cabernet Sauvignon
35650,90,65,California,Pinot Noir
35651,90,22,New York,Lemberger
35652,90,30,California,Sauvignon Blanc
35653,90,40,Washington,Roussanne
35654,90,15,California,Sauvignon Blanc
35655,90,65,California,Bordeaux-style Red Blend
35656,93,30,California,Zinfandel
35657,93,57,California,Pinot Noir
35658,93,39,California,Pinot Noir
35659,93,42,Oregon,Pinot Noir
35660,93,38,California,Syrah
35661,93,80,California,Cabernet Sauvignon
35662,93,44,California,Chardonnay
35663,93,150,California,Bordeaux-style Red Blend
35664,93,50,Oregon,Pinot Noir
35665,93,36,California,Zinfandel
35666,93,35,California,Chardonnay
35667,89,50,Oregon,Pinot Noir
35668,89,42,California,Rhône-style Red Blend
35669,89,32,Oregon,Syrah
35670,89,45,California,Syrah
35671,89,40,California,Red Blend
35672,89,20,California,Viognier
35673,89,45,California,Syrah
35674,89,38,Oregon,Pinot Noir
35675,89,30,California,Zinfandel
35676,90,34,California,Chardonnay
35677,90,40,California,Chardonnay
35678,90,40,California,Rhône-style Red Blend
35679,90,50,Oregon,Pinot Noir
35680,90,38,California,Zinfandel
35681,90,25,California,Sauvignon Blanc
35682,90,40,California,Chardonnay
35683,90,20,Washington,Sauvignon Blanc
35684,90,125,California,Cabernet Sauvignon
35685,90,15,Oregon,Pinot Blanc
35686,90,22,California,Chardonnay
35687,90,15,Washington,Sauvignon Blanc
35688,90,20,Washington,Chardonnay
35689,93,20,California,Syrah
35690,93,50,Washington,Bordeaux-style Red Blend
35691,93,45,Washington,Bordeaux-style Red Blend
35692,93,60,Washington,Cabernet Sauvignon
35693,93,34,California,Syrah
35694,93,65,Washington,Syrah-Cabernet Sauvignon
35695,93,40,Washington,Rhône-style Red Blend
35696,93,42,Washington,Syrah
35697,93,145,California,Cabernet Sauvignon
35698,90,32,California,Roussanne
35699,90,30,California,Chardonnay
35700,90,28,California,Sauvignon Blanc
35701,90,22,Washington,Grenache
35702,90,75,California,Red Blend
35703,90,18,New York,Rosé
35704,90,35,California,Chardonnay
35705,90,,New York,Rosé
35706,90,20,New York,Rosé
35707,90,24,California,Zinfandel
35708,90,35,California,Chardonnay
35709,90,15,California,Pinot Blanc
35710,90,60,California,Bordeaux-style Red Blend
35711,90,25,California,Cabernet Sauvignon
35712,90,42,New York,Chardonnay
35713,90,24,California,Gewürztraminer
35714,90,20,California,Rosé
35715,91,45,California,Chardonnay
35716,91,40,California,Chardonnay
35717,91,30,California,Chardonnay
35718,91,45,Washington,Cabernet Sauvignon
35719,91,35,Washington,Syrah
35720,91,36,Washington,Syrah
35721,91,35,California,Cabernet Sauvignon
35722,91,28,Washington,Bordeaux-style Red Blend
35723,91,19,Washington,Red Blend
35724,91,22,Washington,Merlot
35725,91,75,California,Cabernet Sauvignon
35726,91,90,California,Cabernet Sauvignon
35727,87,32,Washington,Cabernet Sauvignon
35728,87,15,America,Red Blend
35729,87,15,America,White Blend
35730,87,15,California,Cabernet Sauvignon
35731,87,35,Washington,Cabernet Sauvignon
35732,87,20,Washington,Malbec
35733,87,30,California,Fumé Blanc
35734,87,14,California,Chardonnay
35735,87,25,California,Chardonnay
35736,87,16,New York,Cabernet Sauvignon
35737,86,20,Virginia,Petit Manseng
35738,86,15,Washington,Sauvignon Blanc
35739,89,50,California,Cabernet Sauvignon
35740,89,28,Washington,Grenache
35741,89,26,Washington,Petite Verdot
35742,89,35,California,Merlot
35743,89,45,California,Cabernet Sauvignon
35744,89,16,Washington,Viognier
35745,89,35,New York,Merlot
35746,89,10,California,White Blend
35747,89,25,Washington,Syrah
35748,88,25,Idaho,Bordeaux-style Red Blend
35749,88,38,California,Chardonnay
35750,88,55,California,Meritage
35751,88,24,California,Cabernet Sauvignon
35752,88,40,Washington,Gewürztraminer
35753,88,36,Washington,Syrah
35754,88,50,California,Merlot
35755,88,25,California,Red Blend
35756,88,12,California,Pinot Grigio
35757,88,36,California,Syrah
35758,86,8,California,Zinfandel
35759,86,12,California,Pinot Grigio
35760,86,15,Washington,Sauvignon Blanc
35761,86,22,Virginia,Viognier
35762,86,13,New York,Gewürztraminer
35763,86,18,New York,Grüner Veltliner
35764,86,11,New York,Cabernet Franc
35765,86,25,California,Riesling
35766,86,25,New York,Cabernet Sauvignon-Merlot
35767,86,45,California,Chardonnay
35768,86,24,Washington,G-S-M
35769,88,30,California,Chardonnay
35770,88,38,Washington,Syrah
35771,88,15,California,Verdelho
35772,88,50,California,Pinot Noir
35773,88,18,California,Zinfandel
35774,88,32,California,Chardonnay
35775,88,36,Washington,Cabernet Sauvignon
35776,88,12,Oregon,Chardonnay
35777,88,45,California,Pinot Noir
35778,88,38,Colorado,Red Blend
35779,88,22,California,Sparkling Blend
35780,88,18,California,Sauvignon Blanc
35781,88,20,California,Albariño
35782,88,35,California,Barbera
35783,88,26,California,Merlot
35784,88,29,California,Grenache
35785,88,32,Oregon,Malbec
35786,88,38,California,Red Blend
35787,88,40,Oregon,Pinot Noir
35788,88,40,California,Petite Sirah
35789,88,50,California,Chardonnay
35790,88,9,Oregon,White Riesling
35791,88,11,California,Barbera
35792,88,35,California,Syrah
35793,87,15,California,Muscat Canelli
35794,90,15,Oregon,Pinot Noir
35795,90,48,Oregon,Pinot Noir
35796,90,22,California,Champagne Blend
35797,90,35,Oregon,Pinot Noir
35798,90,30,California,Champagne Blend
35799,90,30,California,Champagne Blend
35800,90,65,Oregon,Pinot Noir
35801,90,45,Oregon,Pinot Noir
35802,90,30,Oregon,Pinot Noir
35803,90,48,California,Pinot Noir
35804,90,26,California,Champagne Blend
35805,90,28,California,Champagne Blend
35806,90,39,Oregon,Pinot Noir
35807,90,46,California,Champagne Blend
35808,90,28,California,Champagne Blend
35809,89,30,Oregon,Pinot Noir
35810,89,35,Oregon,Pinot Noir
35811,89,26,California,Champagne Blend
35812,89,28,Oregon,Pinot Noir
35813,89,48,Oregon,Pinot Noir
35814,89,25,Oregon,Pinot Noir
35815,89,34,Oregon,Pinot Noir
35816,89,24,California,Champagne Blend
35817,90,32,Washington,Cabernet Sauvignon
35818,90,30,California,Cabernet Sauvignon
35819,90,34,California,Chardonnay
35820,90,30,Washington,Syrah
35821,90,26,California,Chardonnay
35822,90,25,Washington,Bordeaux-style Red Blend
35823,90,28,California,Chardonnay
35824,90,18,Washington,Sauvignon Blanc
35825,90,23,California,Red Blend
35826,90,15,California,Merlot
35827,89,28,Washington,Cabernet Franc
35828,88,35,Washington,Cabernet Sauvignon
35829,90,22,New York,Rosé
35830,90,180,California,Bordeaux-style Red Blend
35831,90,20,Washington,Syrah
35832,90,80,California,Cabernet Sauvignon
35833,90,37,California,Sangiovese
35834,90,45,California,Red Blend
35835,90,35,California,Rhône-style Red Blend
35836,90,35,California,Rhône-style White Blend
35837,90,16,California,Zinfandel
35838,90,17,New York,Gewürztraminer
35839,90,42,California,Petite Sirah
35840,90,30,California,Chardonnay
35841,89,22,Oregon,Syrah
35842,89,26,California,Chardonnay
35843,89,16,California,Zinfandel
35844,89,35,California,Pinot Noir
35845,89,55,California,Pinot Noir
35846,89,135,California,Cabernet Sauvignon
35847,89,18,California,Pinot Gris
35848,89,24,California,Barbera
35849,93,170,California,Cabernet Sauvignon
35850,93,39,California,Chardonnay
35851,93,100,California,Red Blend
35852,93,30,California,Rhône-style White Blend
35853,93,85,California,Chardonnay
35854,93,46,California,Rhône-style Red Blend
35855,93,45,California,Syrah
35856,93,55,New York,Cabernet Franc
35857,93,52,California,Pinot Noir
35858,93,28,California,Picpoul
35859,93,32,New York,Cabernet Franc
35860,93,75,California,Bordeaux-style Red Blend
35861,93,80,California,Cabernet Sauvignon
35862,93,50,California,Chardonnay
35863,93,48,California,Pinot Noir
35864,85,34,Washington,Pinot Noir
35865,85,21,California,Zinfandel
35866,85,13,California,Sauvignon Blanc
35867,85,28,Washington,Tempranillo
35868,85,35,Virginia,Cabernet Franc
35869,85,30,California,Chardonnay
35870,85,15,California,Red Blend
35871,85,38,Washington,Carmenère
35872,85,26,Washington,Sangiovese
35873,85,50,California,Bordeaux-style White Blend
35874,85,20,California,Zinfandel
35875,85,18,California,Merlot
35876,85,42,California,Zinfandel
35877,85,17,California,Merlot
35878,91,55,Oregon,Pinot Noir
35879,91,47,California,Petite Sirah
35880,91,22,California,Petite Sirah
35881,91,50,California,Bordeaux-style Red Blend
35882,91,25,California,Merlot
35883,91,65,California,Cabernet Sauvignon
35884,91,65,California,Merlot
35885,91,35,Oregon,Tempranillo
35886,91,23,California,Zinfandel
35887,83,19,New York,Seyval Blanc
35888,83,24,California,Cabernet Sauvignon
35889,83,20,New York,Chelois
35890,83,19,New York,Marquette
35891,83,20,California,Merlot
35892,83,8,California,Pinot Grigio
35893,83,11,California,Red Blend
35894,83,15,California,Red Blend
35895,83,12,California,Pinot Grigio
35896,82,14,California,Sauvignon Blanc
35897,84,60,California,Merlot
35898,84,12,California,Cabernet Sauvignon
35899,84,12,California,White Blend
35900,84,17,California,Chardonnay
35901,84,17,California,Pinot Gris
35902,84,12,California,Zinfandel
35903,84,18,California,Sauvignon Blanc
35904,84,5,California,Moscato
35905,84,18,California,Shiraz
35906,84,18,California,Zinfandel
35907,84,18,California,Pinot Grigio
35908,84,10,California,Zinfandel
35909,84,10,California,Cabernet Sauvignon
35910,84,16,California,Red Blend
35911,84,18,California,Chardonnay
35912,84,12,California,Viognier
35913,84,12,California,Red Blend
35914,84,14,California,Pinot Grigio
35915,88,20,Oregon,Pinot Noir
35916,88,41,California,Red Blend
35917,88,55,California,Pinot Noir
35918,88,34,California,Zinfandel
35919,88,38,California,Zinfandel
35920,88,35,California,Chardonnay
35921,89,28,Oregon,Pinot Noir
35922,89,15,California,Pinot Noir
35923,89,,California,Chardonnay
35924,89,39,California,Pinot Noir
35925,89,40,Oregon,Pinot Noir
35926,90,28,Washington,Cabernet Sauvignon
35927,90,48,Oregon,Pinot Noir
35928,90,42,California,Chardonnay
35929,90,40,California,Sauvignon Gris
35930,90,20,Washington,Cabernet Sauvignon
35931,90,60,Oregon,Pinot Noir
35932,90,16,California,Chardonnay
35933,90,17,Washington,Cabernet Sauvignon
35934,90,18,California,Aglianico
35935,90,18,California,Zinfandel
35936,90,25,Oregon,Pinot Noir
35937,90,125,Oregon,Pinot Noir
35938,90,36,Washington,Cabernet Sauvignon
35939,85,10,California,Malbec
35940,85,25,California,Zinfandel
35941,85,19,California,Cabernet Franc
35942,85,48,California,Pinot Noir
35943,85,55,California,Pinot Noir
35944,85,14,California,Merlot
35945,85,35,California,Petite Sirah
35946,85,12,Washington,Pinot Gris
35947,85,15,Washington,Sauvignon Blanc
35948,85,40,California,Meritage
35949,91,36,California,Pinot Noir
35950,91,35,California,Sparkling Blend
35951,91,52,California,Pinot Noir
35952,91,35,California,Sparkling Blend
35953,91,80,Oregon,Pinot Noir
35954,91,62,California,Pinot Noir
35955,91,75,Oregon,Pinot Noir
35956,91,30,California,Pinot Noir
35957,91,55,Oregon,Pinot Noir
35958,91,40,California,Pinot Noir
35959,93,58,Oregon,Pinot Noir
35960,93,50,California,Pinot Noir
35961,93,35,California,Pinot Noir
35962,93,55,Oregon,Pinot Noir
35963,93,20,Oregon,Riesling
35964,93,80,California,Pinot Noir
35965,93,69,California,Syrah
35966,93,25,California,Grenache
35967,93,60,California,Bordeaux-style Red Blend
35968,93,42,Oregon,Malbec
35969,93,75,Oregon,Pinot Noir
35970,87,28,California,Cabernet Sauvignon
35971,87,19,California,Rosé
35972,87,44,California,Pinot Noir
35973,87,18,Washington,Riesling
35974,87,10,Washington,Riesling
35975,87,25,California,Albariño
35976,87,35,California,Chardonnay
35977,87,58,California,Pinot Noir
35978,87,15,California,Cabernet Sauvignon
35979,83,32,Washington,Malbec
35980,83,14,California,Rosé
35981,83,27,California,Zinfandel
35982,83,12,California,Chardonnay
35983,83,35,California,Rhône-style Red Blend
35984,83,14,Washington,Syrah
35985,83,16,Washington,Red Blend
35986,83,18,California,Sauvignon Blanc
35987,83,9,California,Petite Sirah
35988,83,17,Washington,Chardonnay
35989,85,12,Oregon,Pinot Gris
35990,85,15,Oregon,Cabernet Sauvignon
35991,85,20,Oregon,Merlot
35992,85,15,Oregon,Red Blend
35993,85,19,Oregon,Cabernet Sauvignon
35994,85,15,Oregon,Gewürztraminer
35995,85,16,Oregon,Merlot
35996,85,16,California,Sauvignon Blanc
35997,85,15,Oregon,Malbec
35998,85,24,Oregon,Syrah-Cabernet
35999,85,16,Oregon,Viognier
36000,85,18,Oregon,Merlot
36001,85,10,Oregon,Merlot
36002,85,20,Oregon,Merlot
36003,85,24,Oregon,Pinot Noir
36004,85,16,California,Zinfandel
36005,85,18,Oregon,Merlot
36006,85,20,Washington,Zinfandel
36007,85,20,New York,Baco Noir
36008,85,15,New York,Pinot Noir
36009,85,34,California,Cabernet Sauvignon
36010,85,20,New York,Chardonnay
36011,85,33,Washington,Sangiovese
36012,85,28,Washington,Tempranillo
36013,85,42,California,Cabernet Sauvignon
36014,84,28,California,Pinot Noir
36015,84,15,California,Chardonnay
36016,84,12,California,Red Blend
36017,84,24,California,Zinfandel
36018,92,50,Oregon,Pinot Noir
36019,92,34,California,Zinfandel
36020,92,22,California,Zinfandel
36021,92,39,California,Pinot Noir
36022,92,25,Oregon,Chardonnay
36023,92,65,California,Bordeaux-style Red Blend
36024,92,45,California,Cabernet Sauvignon
36025,92,60,Oregon,Pinot Noir
36026,92,60,Oregon,Pinot Noir
36027,92,24,California,Rosé
36028,92,45,California,Pinot Noir
36029,92,56,Oregon,Pinot Noir
36030,92,55,California,Chardonnay
36031,92,45,Oregon,Pinot Noir
36032,92,44,California,Bordeaux-style Red Blend
36033,92,36,California,Pinot Noir
36034,89,28,California,Vermentino
36035,89,20,Washington,Bordeaux-style Red Blend
36036,89,48,Washington,Rhône-style Red Blend
36037,89,15,Washington,Cabernet Sauvignon
36038,89,50,Washington,Cabernet Sauvignon
36039,89,50,Washington,Chardonnay
36040,89,29,California,Red Blend
36041,89,30,Washington,Riesling
36042,89,50,California,Bordeaux-style Red Blend
36043,89,25,California,Pinot Noir
36044,85,30,California,Chardonnay
36045,85,17,New York,Cabernet Franc
36046,85,14,California,Chardonnay
36047,85,20,California,Red Blend
36048,85,24,California,Zinfandel
36049,85,20,Virginia,Petit Verdot
36050,85,,Virginia,Johannisberg Riesling
36051,82,12,California,Syrah
36052,82,20,California,Zinfandel
36053,82,11,California,White Blend
36054,82,38,California,Red Blend
36055,81,11,California,Cabernet Sauvignon
36056,81,24,California,Aglianico
36057,81,15,California,Red Blend
36058,81,22,Oregon,Riesling
36059,81,20,California,Cabernet Sauvignon
36060,81,18,California,Cabernet Sauvignon
36061,80,8,California,Zinfandel
36062,80,25,California,Zinfandel
36063,80,12,California,Petite Sirah
36064,80,12,California,Malbec
36065,97,68,Washington,Cabernet Sauvignon
36066,96,85,Washington,Cabernet Sauvignon
36067,92,33,California,Red Blend
36068,92,50,California,Syrah
36069,92,50,California,Syrah
36070,92,45,California,Sauvignon Blanc
36071,92,32,New York,Pinot Noir
36072,92,62,California,Syrah
36073,92,65,California,Cabernet Sauvignon
36074,92,44,California,Zinfandel
36075,92,60,California,Grenache
36076,92,45,California,Chardonnay
36077,92,30,California,Chardonnay
36078,92,80,California,Red Blend
36079,92,65,California,Syrah
36080,92,30,Oregon,Riesling
36081,92,50,California,Cabernet Franc
36082,92,32,California,Syrah
36083,92,42,California,Zinfandel
36084,92,55,California,Pinot Noir
36085,92,50,California,Chardonnay
36086,92,56,California,Pinot Noir
36087,92,45,Oregon,Pinot Noir
36088,92,85,California,Syrah-Petite Sirah
36089,92,24,California,Zinfandel
36090,92,39,California,Pinot Noir
36091,92,35,Oregon,Chardonnay
36092,92,90,California,Cabernet Sauvignon
36093,86,16,New York,Riesling
36094,86,14,Oregon,Rosé
36095,86,28,California,Cabernet Sauvignon
36096,86,23,Oregon,Petite Sirah
36097,86,29,California,Merlot
36098,86,24,California,Merlot
36099,86,26,California,Chardonnay
36100,86,22,California,Bordeaux-style Red Blend
36101,86,34,California,Cabernet Sauvignon
36102,86,75,California,Cabernet Sauvignon
36103,86,35,Oregon,Syrah
36104,86,24,California,Sauvignon Blanc-Semillon
36105,86,48,California,Cabernet Sauvignon
36106,86,22,Oregon,Chardonnay
36107,86,24,Oregon,Cabernet Sauvignon
36108,86,34,Oregon,Pinot Noir
36109,86,20,Oregon,Pinot Noir
36110,86,30,California,Zinfandel
36111,85,11,California,Chardonnay
36112,85,24,New York,Riesling
36113,91,42,California,Pinot Noir
36114,90,36,California,Petite Sirah
36115,90,20,Oregon,Chardonnay
36116,90,18,California,Roussanne
36117,87,17,California,Viognier
36118,87,28,California,Viognier
36119,87,28,California,Rhône-style Red Blend
36120,86,16,California,Sauvignon Blanc
36121,84,24,California,Red Blend
36122,84,16,Oregon,Pinot Gris
36123,84,24,California,Pinot Gris
36124,84,11,California,Red Blend
36125,83,16,California,Red Blend
36126,83,28,Oregon,Merlot
36127,83,55,California,Pinot Noir
36128,83,10,California,Red Blend
36129,87,22,California,Cabernet Sauvignon
36130,87,22,California,Meritage
36131,87,30,California,Zinfandel
36132,86,10,Washington,Chardonnay
36133,86,30,California,Syrah
36134,86,10,California,Zinfandel
36135,86,19,California,Zinfandel
36136,86,11,Washington,Chardonnay
36137,88,35,California,Merlot
36138,88,13,Washington,Chardonnay
36139,88,35,New York,Chardonnay
36140,88,33,Washington,Chardonnay
36141,88,15,California,Mourvèdre
36142,88,50,California,Meritage
36143,88,22,California,Merlot
36144,88,36,California,Zinfandel
36145,88,28,California,Cabernet Sauvignon
36146,88,35,California,Cabernet Sauvignon
36147,88,25,California,Rhône-style Red Blend
36148,87,17,California,Zinfandel
36149,87,9,New York,Chardonnay
36150,90,85,California,Cabernet Sauvignon
36151,90,45,California,Cabernet Sauvignon
36152,90,20,California,Sauvignon Blanc
36153,90,26,California,Cabernet Sauvignon
36154,90,14,Oregon,Riesling
36155,90,50,California,Cabernet Sauvignon
36156,90,42,California,Red Blend
36157,90,24,California,Pinot Noir
36158,90,28,California,Chardonnay
36159,90,37,California,Pinot Noir
36160,90,85,California,Cabernet Sauvignon
36161,90,32,California,Cabernet Sauvignon
36162,90,23,Oregon,Chardonnay
36163,89,25,California,Sauvignon Blanc
36164,89,28,California,Carignane
36165,89,55,Washington,Bordeaux-style Red Blend
36166,89,37,California,Cabernet Sauvignon
36167,89,50,California,Malbec
36168,89,23,California,Red Blend
36169,89,20,California,Sémillon
36170,89,20,California,Rosé
36171,89,55,Washington,Bordeaux-style Red Blend
36172,89,35,Oregon,Pinot Noir
36173,89,50,Oregon,Pinot Noir
36174,89,22,Oregon,Pinot Blanc
36175,89,16,Virginia,Red Blend
36176,89,32,California,Pinot Noir
36177,89,28,Colorado,Cabernet Franc
36178,89,55,California,Pinot Noir
36179,89,55,Oregon,Pinot Noir
36180,89,29,California,Grenache
36181,86,23,California,Sauvignon Blanc
36182,86,10,California,Pinot Noir
36183,86,12,California,Zinfandel
36184,86,16,California,Pinot Noir
36185,86,24,California,Pinot Blanc
36186,86,55,California,Bordeaux-style Red Blend
36187,86,48,California,Pinot Noir
36188,86,16,California,Red Blend
36189,86,17,California,Chardonnay
36190,86,18,California,Pinot Noir
36191,88,30,California,Pinot Noir
36192,88,42,California,Cabernet Sauvignon
36193,88,14,California,Red Blend
36194,88,25,California,Merlot
36195,88,36,California,Cabernet Sauvignon
36196,88,48,Oregon,Pinot Noir
36197,88,40,California,Zinfandel
36198,85,40,California,Pinot Noir
36199,85,8,California,Chardonnay
36200,85,18,California,Chardonnay
36201,85,20,New York,Merlot
36202,85,25,New York,Cabernet Franc
36203,85,36,California,Syrah
36204,85,13,California,Sparkling Blend
36205,85,15,New York,Pinot Noir
36206,85,30,California,Red Blend
36207,85,25,California,Zinfandel
36208,85,7,California,Moscato
36209,85,48,California,Pinot Noir
36210,85,38,California,Cabernet Sauvignon
36211,82,20,Washington,Pinot Gris
36212,82,10,Idaho,Riesling
36213,80,16,Idaho,Rosé
36214,96,60,California,Pinot Noir
36215,96,100,Oregon,Pinot Noir
36216,95,60,Oregon,Pinot Noir
36217,92,70,California,Cabernet Sauvignon
36218,92,80,California,Red Blend
36219,92,80,California,Cabernet Sauvignon
36220,92,65,California,Chardonnay
36221,92,75,Washington,Rhône-style Red Blend
36222,92,50,California,Petite Sirah
36223,92,65,California,Cabernet Sauvignon
36224,92,28,California,Pinot Noir
36225,92,27,California,Sauvignon Blanc
36226,92,80,California,Cabernet Sauvignon
36227,92,54,California,Bordeaux-style Red Blend
36228,92,85,California,Pinot Noir
36229,92,50,California,Pinot Noir
36230,92,50,California,Pinot Noir
36231,92,55,California,Chardonnay
36232,92,85,California,Cabernet Sauvignon
36233,92,90,Washington,Bordeaux-style Red Blend
36234,83,15,California,Cabernet Sauvignon
36235,83,34,California,Cabernet Sauvignon
36236,83,26,California,Port
36237,83,14,California,Pinot Noir
36238,83,10,California,Petite Sirah
36239,83,23,New York,Chardonnay
36240,83,28,California,Chardonnay
36241,83,33,New Mexico,Red Blend
36242,82,24,California,Pinot Noir
36243,82,20,California,White Blend
36244,82,15,California,Red Blend
36245,82,34,Pennsylvania,Chardonnay
36246,82,9,California,Zinfandel
36247,82,8,California,Shiraz
36248,82,8,California,Zinfandel
36249,82,26,California,Syrah
36250,82,13,New York,Red Blend
36251,82,21,California,Merlot
36252,86,34,California,Grenache
36253,86,15,California,Cabernet Sauvignon
36254,85,30,California,Pinot Noir
36255,85,12,California,Cabernet Sauvignon
36256,85,20,California,Syrah
36257,90,50,California,Cabernet Franc
36258,90,27,Washington,Marsanne
36259,90,30,Washington,Cabernet Sauvignon
36260,90,30,Washington,Syrah
36261,90,26,California,Cabernet Sauvignon
36262,90,140,California,Mission
36263,90,175,California,Bordeaux-style Red Blend
36264,90,20,Washington,Bordeaux-style Red Blend
36265,90,34,Washington,Bordeaux-style Red Blend
36266,90,16,Washington,Morio Muskat
36267,90,16,Washington,Cabernet Sauvignon
36268,90,60,California,Red Blend
36269,90,125,California,Cabernet Sauvignon
36270,92,55,California,Chardonnay
36271,92,72,California,Pinot Noir
36272,92,45,California,Rhône-style White Blend
36273,92,27,Oregon,Chardonnay
36274,92,28,California,Pinot Noir
36275,92,36,California,Zinfandel
36276,92,70,California,Cabernet Sauvignon
36277,92,18,California,Pinot Gris
36278,92,20,California,Gewürztraminer
36279,92,100,California,Pinot Noir
36280,92,75,California,Pinot Noir
36281,92,45,California,Pinot Noir
36282,92,55,Oregon,Chardonnay
36283,92,50,California,Pinot Noir
36284,92,40,California,Meritage
36285,92,44,California,Chardonnay
36286,92,19,Oregon,Pinot Gris
36287,92,21,Oregon,Pinot Gris
36288,92,32,California,Zinfandel
36289,92,25,California,Sauvignon Blanc
36290,94,45,Oregon,Gewürztraminer
36291,94,45,California,Syrah
36292,93,150,Oregon,Pinot Noir
36293,93,145,California,Cabernet Sauvignon
36294,93,85,California,Cabernet Sauvignon
36295,93,170,California,Cabernet Sauvignon
36296,93,45,California,Petite Sirah
36297,93,40,California,Zinfandel
36298,93,110,California,Cabernet Sauvignon
36299,93,27,California,Syrah
36300,93,48,California,Pinot Noir
36301,93,65,California,Bordeaux-style Red Blend
36302,93,42,California,Pinot Noir
36303,93,16,California,Syrah
36304,92,60,California,Cabernet Sauvignon
36305,92,32,California,Petite Sirah
36306,92,90,Oregon,Pinot Noir
36307,91,36,California,Syrah
36308,91,48,Washington,Cabernet Sauvignon
36309,91,24,Oregon,Pinot Noir
36310,91,50,Oregon,Pinot Noir
36311,91,32,Washington,Rhône-style White Blend
36312,91,30,Oregon,Pinot Noir
36313,91,36,Oregon,Pinot Noir
36314,91,55,Oregon,Pinot Noir
36315,91,55,Oregon,Pinot Noir
36316,91,26,Washington,Merlot
36317,91,26,California,Sauvignon Blanc
36318,91,28,California,Bordeaux-style Red Blend
36319,91,34,Washington,Red Blend
36320,91,56,California,Chardonnay
36321,91,25,Washington,Pinot Gris
36322,91,60,Oregon,Pinot Noir
36323,86,18,Oregon,Pinot Noir
36324,86,40,California,Zinfandel
36325,85,18,California,Petite Sirah
36326,85,21,California,Zinfandel
36327,85,18,California,Chardonnay
36328,85,18,California,Chardonnay
36329,85,24,California,Zinfandel
36330,85,10,California,Sauvignon Blanc
36331,85,25,California,Cabernet Sauvignon
36332,85,30,Arizona,Red Blend
36333,85,40,California,Chardonnay
36334,85,64,California,Cabernet Sauvignon
36335,86,18,California,Chardonnay
36336,86,17,California,Pinot Grigio
36337,86,50,Idaho,Petite Sirah
36338,86,18,New York,Merlot
36339,86,15,California,Cabernet Sauvignon
36340,86,14,Washington,Cabernet Sauvignon
36341,86,59,California,Cabernet Sauvignon
36342,86,7,California,Cabernet Sauvignon
36343,86,7,California,Pinot Grigio
36344,86,30,Washington,Petite Sirah
36345,86,35,Washington,Syrah
36346,86,18,Washington,Red Blend
36347,86,26,Washington,Bordeaux-style Red Blend
36348,86,15,Washington,Chardonnay
36349,86,25,New York,Chardonnay
36350,86,17,Idaho,Viognier
36351,86,25,California,Chardonnay
36352,86,28,California,Chardonnay
36353,94,60,California,Pinot Noir
36354,94,68,California,Chardonnay
36355,94,32,California,Pinot Noir
36356,94,38,California,Pinot Noir
36357,94,50,California,Pinot Noir
36358,94,60,California,Chardonnay
36359,94,49,California,Syrah
36360,94,55,California,Cabernet Sauvignon
36361,94,32,California,Chenin Blanc
36362,94,48,California,Syrah
36363,94,49,Oregon,Chardonnay
36364,94,50,California,Cabernet Sauvignon
36365,86,32,Oregon,Pinot Noir
36366,86,15,California,Chardonnay
36367,86,75,California,Zinfandel
36368,86,15,California,Cabernet Sauvignon
36369,86,18,California,Sauvignon Blanc
36370,86,30,California,Chardonnay
